sp_notation,determinand,n_observations
SW-50440158,2983,1
SW-50440158,2984,1
SW-50440158,2987,1
SW-50440158,2988,1
SW-50440158,2989,1
SW-50440158,2990,1
SW-50440158,2991,1
SW-50440158,2993,1
SW-50440158,2995,1
SW-50440158,3267,55
SW-50440158,3408,41
SW-50440158,3683,8
SW-50440158,6045,1
SW-50440158,6455,90
SW-50440158,6515,3
SW-50440158,8887,1
SW-50440158,8888,1
SW-50440158,8889,1
SW-50440158,8891,1
SW-50440158,8892,1
SW-50440158,8893,1
SW-50440158,8894,1
SW-50440158,8895,1
SW-50440158,9901,51
SW-50440158,9924,51
SW-50440166,0061,271
SW-50440166,0085,1
SW-50440166,0092,1
SW-50440166,0111,1
SW-50440166,0135,271
SW-50440166,0172,1
SW-50440166,0180,38
SW-50440166,0192,11
SW-50440166,0535,100
SW-50440166,0911,37
SW-50440166,1183,98
SW-50440166,3267,99
SW-50440166,6455,272
SW-50440166,6515,10
SW-50440166,7434,1
SW-50440166,7668,14
SW-50440168,0061,12
SW-50440168,0135,12
SW-50440168,0180,1
SW-50440168,0535,7
SW-50440168,0911,4
SW-50440168,1183,97
SW-50440168,3267,95
SW-50440168,6455,12
SW-50440168,6515,10
SW-50440168,7668,177
SW-50440170,0061,71
SW-50440170,0135,70
SW-50440170,0180,4
SW-50440170,0192,2
SW-50440170,0535,17
SW-50440170,0911,8
SW-50440170,1183,96
SW-50440170,3267,98
SW-50440170,6455,71
SW-50440170,6515,10
SW-50440170,7668,128
SW-50440180,7668,2
SW-50440194,0085,240
SW-50440194,0092,36
SW-50440194,0111,217
SW-50440194,0135,217
SW-50440194,0172,14
SW-50440194,1181,6
SW-50440194,1183,73
SW-50440194,3267,73
SW-50440194,4883,1
SW-50440194,6515,12
SW-50440194,7668,41
SW-50440197,0085,4
SW-50440197,0111,4
SW-50440197,0135,4
SW-50440197,1181,2
SW-50440197,1183,2
SW-50440197,2927,3
SW-50440197,2928,3
SW-50440197,2929,3
SW-50440197,2930,3
SW-50440197,2931,3
SW-50440197,2932,3
SW-50440197,2933,3
SW-50440197,2934,3
SW-50440197,3267,2
SW-50449999,0061,1
SW-50449999,0085,7
SW-50449999,0092,3
SW-50449999,0111,6
SW-50449999,0116,6
SW-50449999,0117,3
SW-50449999,0118,6
SW-50449999,0135,7
SW-50449999,0172,6
SW-50449999,0180,6
SW-50449999,0461,1
SW-50449999,0463,1
SW-50449999,3454,1
SW-50449999,7434,4
SW-50449999,7612,1
SW-50449999,8430,1
SW-50449999,8473,1
SW-50449999,8474,1
SW-50449999,8475,1
SW-50449999,8477,1
SW-50449999,8479,1
SW-50449999,8981,1
SW-50449999,8983,1
SW-50449999,8984,1
SW-5044GW01,0050,54
SW-5044GW01,0052,19
SW-5044GW01,0061,37
SW-5044GW01,0062,14
SW-5044GW01,0076,79
SW-5044GW01,0077,59
SW-5044GW01,0099,14
SW-5044GW01,0103,5
SW-5044GW01,0105,11
SW-5044GW01,0106,19
SW-5044GW01,0108,54
SW-5044GW01,0111,77
SW-5044GW01,0116,77
SW-5044GW01,0117,77
SW-5044GW01,0118,77
SW-5044GW01,0158,56
SW-5044GW01,0162,77
SW-5044GW01,0167,2
SW-5044GW01,0171,37
SW-5044GW01,0172,77
SW-5044GW01,0175,16
SW-5044GW01,0177,55
SW-5044GW01,0179,15
SW-5044GW01,0180,71
SW-5044GW01,0182,56
SW-5044GW01,0183,54
SW-5044GW01,0192,6
SW-5044GW01,0205,19
SW-5044GW01,0207,54
SW-5044GW01,0209,19
SW-5044GW01,0211,54
SW-5044GW01,0235,19
SW-5044GW01,0237,54
SW-5044GW01,0239,19
SW-5044GW01,0241,54
SW-5044GW01,0301,48
SW-5044GW01,0503,11
SW-5044GW01,0507,11
SW-5044GW01,0535,11
SW-5044GW01,0543,11
SW-5044GW01,0547,7
SW-5044GW01,0723,11
SW-5044GW01,1049,7
SW-5044GW01,1118,11
SW-5044GW01,1119,11
SW-5044GW01,1200,3
SW-5044GW01,2841,1
SW-5044GW01,2874,2
SW-5044GW01,2879,2
SW-5044GW01,2880,2
SW-5044GW01,2882,2
SW-5044GW01,2883,2
SW-5044GW01,2884,2
SW-5044GW01,2886,1
SW-5044GW01,2887,1
SW-5044GW01,2888,2
SW-5044GW01,2890,1
SW-5044GW01,2921,4
SW-5044GW01,2922,4
SW-5044GW01,2923,4
SW-5044GW01,2924,4
SW-5044GW01,2925,4
SW-5044GW01,2926,4
SW-5044GW01,2942,3
SW-5044GW01,2943,4
SW-5044GW01,2944,4
SW-5044GW01,2953,4
SW-5044GW01,2955,4
SW-5044GW01,2957,4
SW-5044GW01,2958,2
SW-5044GW01,2959,4
SW-5044GW01,2960,4
SW-5044GW01,2961,4
SW-5044GW01,2962,4
SW-5044GW01,2963,4
SW-5044GW01,2964,4
SW-5044GW01,2965,4
SW-5044GW01,2967,4
SW-5044GW01,2968,4
SW-5044GW01,2969,4
SW-5044GW01,2970,4
SW-5044GW01,2972,4
SW-5044GW01,2973,4
SW-5044GW01,2975,4
SW-5044GW01,2977,4
SW-5044GW01,2980,2
SW-5044GW01,2981,4
SW-5044GW01,2982,4
SW-5044GW01,2983,4
SW-5044GW01,2984,4
SW-5044GW01,2985,2
SW-5044GW01,2986,2
SW-5044GW01,2987,4
SW-5044GW01,2988,4
SW-5044GW01,2989,4
SW-5044GW01,2990,4
SW-5044GW01,2991,4
SW-5044GW01,2993,4
SW-5044GW01,2994,2
SW-5044GW01,2995,4
SW-5044GW01,3001,12
SW-5044GW01,3002,12
SW-5044GW01,3004,11
SW-5044GW01,3009,11
SW-5044GW01,3086,8
SW-5044GW01,3106,1
SW-5044GW01,3117,15
SW-5044GW01,3118,15
SW-5044GW01,3119,1
SW-5044GW01,3130,11
SW-5044GW01,3164,54
SW-5044GW01,3169,67
SW-5044GW01,3170,6
SW-5044GW01,3267,16
SW-5044GW01,3268,7
SW-5044GW01,3269,7
SW-5044GW01,3272,7
SW-5044GW01,3282,7
SW-5044GW01,3283,7
SW-5044GW01,3290,3
SW-5044GW01,3292,7
SW-5044GW01,3328,7
SW-5044GW01,3334,7
SW-5044GW01,3341,5
SW-5044GW01,3373,7
SW-5044GW01,3377,2
SW-5044GW01,3386,12
SW-5044GW01,3399,15
SW-5044GW01,3400,15
SW-5044GW01,3408,19
SW-5044GW01,3409,19
SW-5044GW01,3410,19
SW-5044GW01,3475,12
SW-5044GW01,3545,13
SW-5044GW01,3546,13
SW-5044GW01,3547,5
SW-5044GW01,3548,13
SW-5044GW01,3549,13
SW-5044GW01,3550,13
SW-5044GW01,3551,13
SW-5044GW01,3552,12
SW-5044GW01,3555,13
SW-5044GW01,3781,7
SW-5044GW01,3784,7
SW-5044GW01,3790,13
SW-5044GW01,3791,13
SW-5044GW01,3792,13
SW-5044GW01,3811,15
SW-5044GW01,3878,2
SW-5044GW01,3925,14
SW-5044GW01,3957,1
SW-5044GW01,3958,1
SW-5044GW01,3959,1
SW-5044GW01,3962,1
SW-5044GW01,3965,1
SW-5044GW01,4064,13
SW-5044GW01,4065,13
SW-5044GW01,4084,2
SW-5044GW01,4117,7
SW-5044GW01,4201,19
SW-5044GW01,4820,2
SW-5044GW01,4821,2
SW-5044GW01,4822,2
SW-5044GW01,4994,10
SW-5044GW01,5042,5
SW-5044GW01,5046,2
SW-5044GW01,5047,5
SW-5044GW01,5050,5
SW-5044GW01,5563,11
SW-5044GW01,5883,11
SW-5044GW01,5884,11
SW-5044GW01,6030,42
SW-5044GW01,6037,19
SW-5044GW01,6038,10
SW-5044GW01,6040,33
SW-5044GW01,6045,5
SW-5044GW01,6046,17
SW-5044GW01,6047,5
SW-5044GW01,6049,11
SW-5044GW01,6050,54
SW-5044GW01,6051,54
SW-5044GW01,6052,10
SW-5044GW01,6054,42
SW-5044GW01,6057,48
SW-5044GW01,6058,42
SW-5044GW01,6059,54
SW-5044GW01,6060,31
SW-5044GW01,6061,42
SW-5044GW01,6062,48
SW-5044GW01,6063,54
SW-5044GW01,6064,42
SW-5044GW01,6373,29
SW-5044GW01,6447,11
SW-5044GW01,6448,11
SW-5044GW01,6449,12
SW-5044GW01,6450,19
SW-5044GW01,6452,54
SW-5044GW01,6453,10
SW-5044GW01,6455,54
SW-5044GW01,6458,26
SW-5044GW01,6460,32
SW-5044GW01,6462,54
SW-5044GW01,6473,29
SW-5044GW01,6487,11
SW-5044GW01,6534,7
SW-5044GW01,6538,7
SW-5044GW01,6539,7
SW-5044GW01,6620,11
SW-5044GW01,6628,11
SW-5044GW01,6635,11
SW-5044GW01,6640,11
SW-5044GW01,6644,1
SW-5044GW01,6649,11
SW-5044GW01,6656,7
SW-5044GW01,6671,5
SW-5044GW01,6672,5
SW-5044GW01,6673,5
SW-5044GW01,6693,19
SW-5044GW01,6699,10
SW-5044GW01,6715,3
SW-5044GW01,6716,7
SW-5044GW01,6760,14
SW-5044GW01,6776,11
SW-5044GW01,6830,10
SW-5044GW01,6955,10
SW-5044GW01,6971,10
SW-5044GW01,6972,10
SW-5044GW01,6976,11
SW-5044GW01,6980,10
SW-5044GW01,6987,10
SW-5044GW01,7016,31
SW-5044GW01,7025,5
SW-5044GW01,7044,34
SW-5044GW01,7053,14
SW-5044GW01,7071,10
SW-5044GW01,7136,10
SW-5044GW01,7137,10
SW-5044GW01,7154,11
SW-5044GW01,7159,11
SW-5044GW01,7181,11
SW-5044GW01,7299,1
SW-5044GW01,7531,7
SW-5044GW01,7668,2
SW-5044GW01,7726,12
SW-5044GW01,7859,14
SW-5044GW01,8804,11
SW-5044GW01,8806,10
SW-5044GW01,8807,10
SW-5044GW01,8887,4
SW-5044GW01,8888,4
SW-5044GW01,8889,4
SW-5044GW01,8890,4
SW-5044GW01,8891,4
SW-5044GW01,8892,4
SW-5044GW01,8893,4
SW-5044GW01,8894,4
SW-5044GW01,8895,4
SW-5044GW01,8997,11
SW-5044GW01,8998,11
SW-5044GW01,8999,8
SW-5044GW01,9000,11
SW-5044GW01,9002,11
SW-5044GW01,9068,13
SW-5044GW01,9073,14
SW-5044GW01,9247,3
SW-5044GW01,9338,11
SW-5044GW01,9339,13
SW-5044GW01,9343,10
SW-5044GW01,9344,9
SW-5044GW01,9345,13
SW-5044GW01,9348,15
SW-5044GW01,9446,19
SW-5044GW01,9447,19
SW-5044GW01,9474,11
SW-5044GW01,9479,11
SW-5044GW01,9519,11
SW-5044GW01,9573,18
SW-5044GW01,9584,36
SW-5044GW01,9586,11
SW-5044GW01,9606,11
SW-5044GW01,9634,11
SW-5044GW01,9669,1
SW-5044GW01,9696,42
SW-5044GW01,9715,11
SW-5044GW01,9716,11
SW-5044GW01,9756,13
SW-5044GW01,9811,7
SW-5044GW01,9836,7
SW-5044GW01,9839,7
SW-5044GW01,9844,7
SW-5044GW01,9845,7
SW-5044GW01,9851,11
SW-5044GW01,9860,11
SW-5044GW01,9861,13
SW-5044GW01,9863,11
SW-5044GW01,9883,11
SW-5044GW01,9885,10
SW-5044GW01,9888,7
SW-5044GW01,9901,79
SW-5044GW01,9911,11
SW-5044GW01,9924,78
SW-5044GW01,9959,12
SW-5044GW01,9978,11
SW-5044GW01,9979,11
SW-5044GW02,0050,54
SW-5044GW02,0052,14
SW-5044GW02,0061,33
SW-5044GW02,0062,14
SW-5044GW02,0073,12
SW-5044GW02,0076,76
SW-5044GW02,0077,58
SW-5044GW02,0099,14
SW-5044GW02,0103,5
SW-5044GW02,0105,11
SW-5044GW02,0106,14
SW-5044GW02,0108,54
SW-5044GW02,0111,76
SW-5044GW02,0116,79
SW-5044GW02,0117,79
SW-5044GW02,0118,79
SW-5044GW02,0158,54
SW-5044GW02,0162,76
SW-5044GW02,0167,3
SW-5044GW02,0171,37
SW-5044GW02,0172,76
SW-5044GW02,0175,16
SW-5044GW02,0177,52
SW-5044GW02,0179,16
SW-5044GW02,0180,73
SW-5044GW02,0182,53
SW-5044GW02,0183,54
SW-5044GW02,0192,6
SW-5044GW02,0205,14
SW-5044GW02,0207,54
SW-5044GW02,0209,14
SW-5044GW02,0211,54
SW-5044GW02,0235,15
SW-5044GW02,0237,55
SW-5044GW02,0239,15
SW-5044GW02,0241,55
SW-5044GW02,0301,45
SW-5044GW02,0483,12
SW-5044GW02,0487,12
SW-5044GW02,0491,12
SW-5044GW02,0495,12
SW-5044GW02,0499,12
SW-5044GW02,0503,13
SW-5044GW02,0507,13
SW-5044GW02,0511,12
SW-5044GW02,0527,11
SW-5044GW02,0535,13
SW-5044GW02,0539,12
SW-5044GW02,0543,13
SW-5044GW02,0547,8
SW-5044GW02,0551,12
SW-5044GW02,0555,12
SW-5044GW02,0559,12
SW-5044GW02,0562,12
SW-5044GW02,0569,12
SW-5044GW02,0570,12
SW-5044GW02,0573,12
SW-5044GW02,0576,12
SW-5044GW02,0577,12
SW-5044GW02,0578,12
SW-5044GW02,0579,12
SW-5044GW02,0581,12
SW-5044GW02,0723,13
SW-5044GW02,1049,6
SW-5044GW02,1118,13
SW-5044GW02,1119,13
SW-5044GW02,1120,3
SW-5044GW02,1200,1
SW-5044GW02,2921,1
SW-5044GW02,2922,1
SW-5044GW02,2923,1
SW-5044GW02,2924,1
SW-5044GW02,2925,1
SW-5044GW02,2926,1
SW-5044GW02,2942,1
SW-5044GW02,2943,1
SW-5044GW02,2944,1
SW-5044GW02,2953,1
SW-5044GW02,2955,1
SW-5044GW02,2957,1
SW-5044GW02,2959,1
SW-5044GW02,2960,1
SW-5044GW02,2961,1
SW-5044GW02,2962,1
SW-5044GW02,2963,1
SW-5044GW02,2964,1
SW-5044GW02,2965,1
SW-5044GW02,2967,1
SW-5044GW02,2968,1
SW-5044GW02,2969,1
SW-5044GW02,2970,1
SW-5044GW02,2972,1
SW-5044GW02,2973,1
SW-5044GW02,2975,1
SW-5044GW02,2977,1
SW-5044GW02,2981,1
SW-5044GW02,2982,1
SW-5044GW02,2983,1
SW-5044GW02,2984,1
SW-5044GW02,2987,1
SW-5044GW02,2988,1
SW-5044GW02,2989,1
SW-5044GW02,2990,1
SW-5044GW02,2991,1
SW-5044GW02,2993,1
SW-5044GW02,2995,1
SW-5044GW02,3001,14
SW-5044GW02,3002,14
SW-5044GW02,3004,11
SW-5044GW02,3009,13
SW-5044GW02,3086,8
SW-5044GW02,3106,1
SW-5044GW02,3113,8
SW-5044GW02,3117,18
SW-5044GW02,3118,18
SW-5044GW02,3119,11
SW-5044GW02,3130,11
SW-5044GW02,3164,54
SW-5044GW02,3169,67
SW-5044GW02,3170,6
SW-5044GW02,3267,16
SW-5044GW02,3268,6
SW-5044GW02,3269,6
SW-5044GW02,3272,6
SW-5044GW02,3282,6
SW-5044GW02,3283,6
SW-5044GW02,3290,1
SW-5044GW02,3292,6
SW-5044GW02,3328,6
SW-5044GW02,3334,6
SW-5044GW02,3341,5
SW-5044GW02,3373,6
SW-5044GW02,3377,3
SW-5044GW02,3386,8
SW-5044GW02,3399,18
SW-5044GW02,3400,18
SW-5044GW02,3408,14
SW-5044GW02,3409,14
SW-5044GW02,3410,14
SW-5044GW02,3475,15
SW-5044GW02,3545,13
SW-5044GW02,3546,13
SW-5044GW02,3547,5
SW-5044GW02,3548,13
SW-5044GW02,3549,13
SW-5044GW02,3550,13
SW-5044GW02,3551,13
SW-5044GW02,3552,12
SW-5044GW02,3555,13
SW-5044GW02,3781,6
SW-5044GW02,3784,6
SW-5044GW02,3790,13
SW-5044GW02,3791,13
SW-5044GW02,3792,13
SW-5044GW02,3811,18
SW-5044GW02,3878,3
SW-5044GW02,3925,17
SW-5044GW02,3957,1
SW-5044GW02,3958,1
SW-5044GW02,3959,1
SW-5044GW02,3962,1
SW-5044GW02,3965,1
SW-5044GW02,4064,13
SW-5044GW02,4065,13
SW-5044GW02,4084,3
SW-5044GW02,4117,6
SW-5044GW02,4201,14
SW-5044GW02,4820,3
SW-5044GW02,4821,3
SW-5044GW02,4822,3
SW-5044GW02,4994,9
SW-5044GW02,5042,5
SW-5044GW02,5046,1
SW-5044GW02,5047,5
SW-5044GW02,5050,4
SW-5044GW02,5446,4
SW-5044GW02,5563,13
SW-5044GW02,5862,5
SW-5044GW02,5883,12
SW-5044GW02,5884,12
SW-5044GW02,6030,43
SW-5044GW02,6037,14
SW-5044GW02,6038,5
SW-5044GW02,6040,34
SW-5044GW02,6045,5
SW-5044GW02,6046,17
SW-5044GW02,6047,5
SW-5044GW02,6049,11
SW-5044GW02,6050,54
SW-5044GW02,6051,54
SW-5044GW02,6052,5
SW-5044GW02,6054,43
SW-5044GW02,6057,48
SW-5044GW02,6058,43
SW-5044GW02,6059,54
SW-5044GW02,6060,32
SW-5044GW02,6061,43
SW-5044GW02,6062,48
SW-5044GW02,6063,54
SW-5044GW02,6064,42
SW-5044GW02,6373,30
SW-5044GW02,6447,13
SW-5044GW02,6448,13
SW-5044GW02,6449,12
SW-5044GW02,6450,14
SW-5044GW02,6452,54
SW-5044GW02,6453,5
SW-5044GW02,6455,54
SW-5044GW02,6458,21
SW-5044GW02,6460,27
SW-5044GW02,6462,54
SW-5044GW02,6473,30
SW-5044GW02,6487,12
SW-5044GW02,6534,6
SW-5044GW02,6538,6
SW-5044GW02,6539,6
SW-5044GW02,6615,10
SW-5044GW02,6620,11
SW-5044GW02,6628,12
SW-5044GW02,6635,13
SW-5044GW02,6640,13
SW-5044GW02,6644,1
SW-5044GW02,6648,12
SW-5044GW02,6649,12
SW-5044GW02,6656,6
SW-5044GW02,6671,5
SW-5044GW02,6672,5
SW-5044GW02,6673,5
SW-5044GW02,6693,14
SW-5044GW02,6699,5
SW-5044GW02,6715,1
SW-5044GW02,6716,6
SW-5044GW02,6760,17
SW-5044GW02,6776,13
SW-5044GW02,6830,5
SW-5044GW02,6955,10
SW-5044GW02,6971,9
SW-5044GW02,6972,9
SW-5044GW02,6976,13
SW-5044GW02,6980,10
SW-5044GW02,6987,10
SW-5044GW02,7016,31
SW-5044GW02,7025,5
SW-5044GW02,7044,34
SW-5044GW02,7053,17
SW-5044GW02,7071,11
SW-5044GW02,7135,7
SW-5044GW02,7136,5
SW-5044GW02,7137,5
SW-5044GW02,7154,13
SW-5044GW02,7159,13
SW-5044GW02,7181,13
SW-5044GW02,7299,1
SW-5044GW02,7531,6
SW-5044GW02,7562,3
SW-5044GW02,7668,2
SW-5044GW02,7726,12
SW-5044GW02,7859,10
SW-5044GW02,8804,13
SW-5044GW02,8806,10
SW-5044GW02,8807,10
SW-5044GW02,8864,12
SW-5044GW02,8865,12
SW-5044GW02,8887,1
SW-5044GW02,8888,1
SW-5044GW02,8889,1
SW-5044GW02,8890,1
SW-5044GW02,8891,1
SW-5044GW02,8892,1
SW-5044GW02,8893,1
SW-5044GW02,8894,1
SW-5044GW02,8895,1
SW-5044GW02,8896,2
SW-5044GW02,8942,5
SW-5044GW02,8995,12
SW-5044GW02,8997,13
SW-5044GW02,8998,13
SW-5044GW02,8999,10
SW-5044GW02,9000,13
SW-5044GW02,9002,13
SW-5044GW02,9050,12
SW-5044GW02,9051,12
SW-5044GW02,9052,12
SW-5044GW02,9068,13
SW-5044GW02,9073,17
SW-5044GW02,9197,12
SW-5044GW02,9247,3
SW-5044GW02,9258,12
SW-5044GW02,9338,13
SW-5044GW02,9339,15
SW-5044GW02,9341,11
SW-5044GW02,9342,12
SW-5044GW02,9343,10
SW-5044GW02,9344,9
SW-5044GW02,9345,15
SW-5044GW02,9348,18
SW-5044GW02,9350,12
SW-5044GW02,9446,14
SW-5044GW02,9447,14
SW-5044GW02,9472,3
SW-5044GW02,9474,13
SW-5044GW02,9477,12
SW-5044GW02,9479,13
SW-5044GW02,9494,12
SW-5044GW02,9519,13
SW-5044GW02,9573,18
SW-5044GW02,9584,32
SW-5044GW02,9586,13
SW-5044GW02,9606,13
SW-5044GW02,9634,13
SW-5044GW02,9669,1
SW-5044GW02,9696,43
SW-5044GW02,9715,13
SW-5044GW02,9716,13
SW-5044GW02,9756,15
SW-5044GW02,9768,12
SW-5044GW02,9769,12
SW-5044GW02,9770,12
SW-5044GW02,9771,12
SW-5044GW02,9772,12
SW-5044GW02,9773,12
SW-5044GW02,9774,11
SW-5044GW02,9811,6
SW-5044GW02,9836,6
SW-5044GW02,9839,6
SW-5044GW02,9844,6
SW-5044GW02,9845,6
SW-5044GW02,9851,13
SW-5044GW02,9860,13
SW-5044GW02,9861,15
SW-5044GW02,9862,6
SW-5044GW02,9863,12
SW-5044GW02,9883,11
SW-5044GW02,9885,5
SW-5044GW02,9888,6
SW-5044GW02,9892,8
SW-5044GW02,9901,76
SW-5044GW02,9911,13
SW-5044GW02,9924,75
SW-5044GW02,9952,1
SW-5044GW02,9959,14
SW-5044GW02,9978,13
SW-5044GW02,9979,13
SW-5044GW02,9989,12
SW-5044GW02,9990,12
SW-50450110,0061,273
SW-50450110,0085,516
SW-50450110,0092,245
SW-50450110,0111,273
SW-50450110,0135,273
SW-50450110,1181,1
SW-50450110,1183,58
SW-50450110,3267,59
SW-50450110,4840,18
SW-50450110,4842,18
SW-50450110,4883,1
SW-50450110,6051,6
SW-50450110,6460,6
SW-50450110,9686,53
SW-50450129,0037,2
SW-50450129,0039,2
SW-50450129,0050,264
SW-50450129,0052,271
SW-50450129,0061,298
SW-50450129,0062,81
SW-50450129,0072,76
SW-50450129,0076,303
SW-50450129,0077,217
SW-50450129,0085,190
SW-50450129,0092,166
SW-50450129,0099,63
SW-50450129,0103,222
SW-50450129,0105,216
SW-50450129,0106,223
SW-50450129,0108,216
SW-50450129,0111,299
SW-50450129,0116,296
SW-50450129,0117,296
SW-50450129,0118,298
SW-50450129,0119,297
SW-50450129,0135,274
SW-50450129,0143,159
SW-50450129,0158,46
SW-50450129,0162,228
SW-50450129,0163,5
SW-50450129,0164,5
SW-50450129,0172,268
SW-50450129,0174,5
SW-50450129,0177,166
SW-50450129,0180,297
SW-50450129,0182,267
SW-50450129,0183,166
SW-50450129,0205,104
SW-50450129,0207,166
SW-50450129,0209,104
SW-50450129,0211,166
SW-50450129,0235,73
SW-50450129,0237,46
SW-50450129,0239,73
SW-50450129,0241,46
SW-50450129,0301,193
SW-50450129,0348,294
SW-50450129,0461,165
SW-50450129,0463,166
SW-50450129,0483,118
SW-50450129,0487,35
SW-50450129,0491,35
SW-50450129,0495,6
SW-50450129,0499,215
SW-50450129,0507,103
SW-50450129,0511,136
SW-50450129,0527,5
SW-50450129,0535,97
SW-50450129,0543,97
SW-50450129,0551,118
SW-50450129,0555,118
SW-50450129,0559,118
SW-50450129,0562,119
SW-50450129,0573,13
SW-50450129,0576,34
SW-50450129,0581,13
SW-50450129,0664,88
SW-50450129,0714,105
SW-50450129,0723,6
SW-50450129,0729,31
SW-50450129,0731,105
SW-50450129,0733,105
SW-50450129,0736,105
SW-50450129,0746,105
SW-50450129,0749,105
SW-50450129,0753,159
SW-50450129,1049,28
SW-50450129,1085,27
SW-50450129,1118,96
SW-50450129,1119,97
SW-50450129,1120,28
SW-50450129,1183,35
SW-50450129,2348,14
SW-50450129,2921,14
SW-50450129,2922,15
SW-50450129,2923,13
SW-50450129,2924,16
SW-50450129,2925,16
SW-50450129,2926,15
SW-50450129,2942,16
SW-50450129,2943,16
SW-50450129,2944,16
SW-50450129,2953,16
SW-50450129,2955,16
SW-50450129,2957,16
SW-50450129,2959,15
SW-50450129,2960,15
SW-50450129,2961,16
SW-50450129,2962,16
SW-50450129,2963,16
SW-50450129,2964,16
SW-50450129,2965,16
SW-50450129,2967,16
SW-50450129,2968,16
SW-50450129,2969,16
SW-50450129,2970,16
SW-50450129,2972,16
SW-50450129,2973,16
SW-50450129,2975,16
SW-50450129,2977,16
SW-50450129,2981,16
SW-50450129,2982,16
SW-50450129,2983,16
SW-50450129,2984,16
SW-50450129,2987,16
SW-50450129,2988,14
SW-50450129,2989,16
SW-50450129,2990,16
SW-50450129,2991,16
SW-50450129,2993,16
SW-50450129,2995,15
SW-50450129,3001,97
SW-50450129,3002,96
SW-50450129,3009,6
SW-50450129,3126,28
SW-50450129,3127,28
SW-50450129,3164,167
SW-50450129,3267,37
SW-50450129,3268,25
SW-50450129,3272,33
SW-50450129,3299,5
SW-50450129,3328,29
SW-50450129,3334,28
SW-50450129,3373,33
SW-50450129,3401,10
SW-50450129,3408,271
SW-50450129,3409,270
SW-50450129,3410,271
SW-50450129,3461,16
SW-50450129,3472,5
SW-50450129,3478,6
SW-50450129,3545,5
SW-50450129,3683,76
SW-50450129,3722,14
SW-50450129,3723,14
SW-50450129,3781,5
SW-50450129,3915,1
SW-50450129,4370,5
SW-50450129,4994,84
SW-50450129,5157,6
SW-50450129,5732,5
SW-50450129,5863,6
SW-50450129,6045,222
SW-50450129,6046,117
SW-50450129,6047,118
SW-50450129,6049,118
SW-50450129,6050,118
SW-50450129,6051,118
SW-50450129,6059,118
SW-50450129,6061,118
SW-50450129,6396,278
SW-50450129,6399,106
SW-50450129,6423,16
SW-50450129,6447,6
SW-50450129,6450,271
SW-50450129,6452,264
SW-50450129,6453,6
SW-50450129,6455,264
SW-50450129,6458,222
SW-50450129,6460,222
SW-50450129,6462,192
SW-50450129,6515,12
SW-50450129,6552,5
SW-50450129,6554,5
SW-50450129,6583,5
SW-50450129,6603,6
SW-50450129,6615,3
SW-50450129,6648,19
SW-50450129,6841,88
SW-50450129,7086,6
SW-50450129,7299,1
SW-50450129,7317,2
SW-50450129,7562,47
SW-50450129,7609,13
SW-50450129,7859,104
SW-50450129,7887,225
SW-50450129,7888,19
SW-50450129,8049,5
SW-50450129,8050,5
SW-50450129,8864,6
SW-50450129,8865,6
SW-50450129,8887,15
SW-50450129,8888,16
SW-50450129,8889,15
SW-50450129,8890,16
SW-50450129,8891,16
SW-50450129,8892,16
SW-50450129,8893,16
SW-50450129,8894,16
SW-50450129,8895,16
SW-50450129,8944,5
SW-50450129,8999,6
SW-50450129,9050,28
SW-50450129,9051,28
SW-50450129,9052,28
SW-50450129,9238,5
SW-50450129,9239,5
SW-50450129,9341,28
SW-50450129,9342,27
SW-50450129,9447,117
SW-50450129,9494,28
SW-50450129,9496,25
SW-50450129,9686,151
SW-50450129,9715,96
SW-50450129,9716,97
SW-50450129,9768,167
SW-50450129,9769,166
SW-50450129,9770,165
SW-50450129,9771,166
SW-50450129,9772,167
SW-50450129,9773,167
SW-50450129,9774,162
SW-50450129,9863,96
SW-50450129,9885,118
SW-50450129,9892,6
SW-50450129,9901,298
SW-50450129,9924,298
SW-50450129,9933,16
SW-50450145,0061,52
SW-50450145,0072,52
SW-50450145,0085,52
SW-50450145,0111,52
SW-50450145,0135,52
SW-50450145,1183,63
SW-50450145,3021,30
SW-50450145,3267,58
SW-50450145,6396,51
SW-50450145,6515,2
SW-50450145,7668,107
SW-50450145,9901,52
SW-50450146,0061,241
SW-50450146,0072,229
SW-50450146,0085,238
SW-50450146,0111,240
SW-50450146,0135,239
SW-50450146,1183,99
SW-50450146,3021,92
SW-50450146,3267,98
SW-50450146,6396,238
SW-50450146,6515,5
SW-50450146,7668,32
SW-50450146,9901,240
SW-50450150,0052,61
SW-50450150,0061,296
SW-50450150,0072,288
SW-50450150,0076,10
SW-50450150,0085,292
SW-50450150,0111,294
SW-50450150,0116,10
SW-50450150,0117,10
SW-50450150,0118,10
SW-50450150,0119,10
SW-50450150,0135,292
SW-50450150,0158,45
SW-50450150,0162,1
SW-50450150,0163,6
SW-50450150,0164,6
SW-50450150,0180,36
SW-50450150,0211,6
SW-50450150,0235,58
SW-50450150,0237,45
SW-50450150,0239,58
SW-50450150,0241,45
SW-50450150,1183,99
SW-50450150,3021,99
SW-50450150,3267,93
SW-50450150,3409,61
SW-50450150,3410,61
SW-50450150,3683,10
SW-50450150,6396,290
SW-50450150,6450,61
SW-50450150,6455,61
SW-50450150,6460,8
SW-50450150,6515,9
SW-50450150,9901,111
SW-50450150,9924,10
